year,lemma,repet
2001,waiting,1
2001,list,1
2001,recovery,4
2001,preoperative,1
2001,surgical,1
2001,fatigue,2
2001,consecutive,1
2001,clinical,3
2001,assume,1
2001,homogeneity,1
2001,suicidality,1
2001,deflect,1
2001,approach,3
2001,effective,1
2001,prevalence,3
2001,sensitivity,1
2001,approximately,2
2001,pcd,1
2001,postinjury,1
2001,requirement,1
2001,waive,1
2001,determine,5
2001,specificity,1
2001,tbi,3
2001,gt,1
2001,prospectively,2
2001,recruit,2
2001,glasgow,2
2001,coma,2
2001,number,1
2001,controversy,1
2001,employ,3
2001,association,3
2001,domain,2
2001,australian,1
2001,variety,1
2001,phobia,1
2001,hyperactivity,1
2001,facilitate,1
2001,interpersonal,2
2001,distance,1
2001,adversely,1
2001,modest,1
2001,kosovo,1
2001,treat,3
2001,biomechanical,1
2001,upper,1
2001,extremity,1
2001,inpatient,1
2001,broad,1
2001,different,1
2001,kind,1
2001,rape,1
2001,offspring,1
2001,engender,1
2001,referral,1
2001,alcohol,2
2001,cohort,1
2001,retrospective,1
2001,collect,1
2001,dependence,1
2001,chemically,1
2001,dependent,1
2001,comparison,1
2001,grief,1
2001,applicable,1
2001,suburban,1
2001,test,2
2001,executive,1
2001,contribution,2
2001,variance,1
2001,cutoff,1
2001,girl,1
2001,violent,1
2001,behavior,2
2001,suicide,1
2001,dangerously,1
2001,location(s,1
2001,prognosis,1
2001,emergency,1
2001,rehabilitation,1
2001,team,1
2001,care,1
2001,prognostic,1
2001,finding,3
2001,structure,1
2001,phase,1
2001,thiry,1
2001,relevance,1
2001,distinguish,1
2001,generalized,1
2001,attentional,1
2001,transitional,1
2001,authority,1
2001,cambodia,1
2001,peacekeeper,1
2001,return,1
2001,untac,1
2001,conclude,1
2001,instrument,3
2001,tool,1
2001,ataque,1
2001,de,1
2001,nervios,1
2001,somatic,1
2001,complaint,1
2001,provide,1
2001,good,2
2001,description,2
2001,interpretation,1
2001,sequelae,1
2001,hinder,1
2001,unknown,1
2001,trial,1
2001,depersonalization,2
2001,6-item,1
2001,mediator,1
2001,initially,1
2001,amnesic,1
2001,despite,1
2001,limitation,1
2001,undesirable,1
2001,psychophysiological,1
2001,forehead,1
2001,peer,1
2001,trajectory,1
2001,psychosocial,1
2001,cultural,1
2001,western,1
2001,conceptualization,1
2001,situation,2
2001,moderate,1
2001,personalization,1
2001,decrease,1
2001,dysphoria,1
2001,induce,1
2001,cause,1
2001,neurobiologic,1
2001,premorbid,2
2001,vulnerability,3
2001,intertwine,1
2001,population,1
2001,complicated,1
2001,neuropsychologist,1
2001,evaluate,1
2001,abnormality,1
2001,hydrocephalus,1
2001,infection,1
2001,intraventricular,1
2001,hemorrhage,1
2001,birthweight,1
2001,asphyxia,1
2001,nightly,1
2001,visitation,1
2001,sentient,1
2001,psychometric,1
2001,upsetting,1
2001,write,2
2001,subjective,1
2001,dread,1
2001,compromise,1
2001,trust,1
2001,reparability,1
2001,motivation,1
2001,elaborate,1
2001,negative,1
2001,intrapsychic,1
2001,phenomenon,1
2001,interpersonally,1
2001,shame,1
2001,regulation,1
2001,society,1
2001,begin,1
2001,past,1
2001,highlight,1
2001,narcissism,1
2001,lose,1
2001,contain,1
2001,object,2
2001,mishima,1
2001,separate,1
2001,sequester,1
2001,sickroom,1
2001,psychotic,1
2001,pk,1
2001,retest,1
2001,reliability,1
2001,convergent,1
2001,thq,1
2001,slp,1
2001,match,1
2001,ghq,1
2001,accord,1
2001,physician,1
2001,person,2
2001,man,2
2001,criterion,1
2001,lifetime,1
2001,12-month,1
2001,sociodemographic,1
2001,pulse,1
2001,status,1
2001,underscore,1
2001,screening,1
2001,clinic,1
2001,harvard,1
2001,hopkins,1
2001,symptoms,1
2001,checklist-25,1
2001,veteran,1
2001,zone,1
2001,utility,1
2001,creamer,1
2001,undergo,1
2001,cancer,1
2001,rest,1
2001,hr,1
2001,district,1
2001,court,1
2001,dsseldorf,1
2001,dosage,1
2001,additionally,1
2001,global,1
2001,illness,1
2001,prior,1
2001,index,1
2001,precipitate,2
2001,effectiveness,1
2001,behavioral,1
2001,narrowly,1
2001,require,1
2001,improvisational,1
2001,deviation,1
2001,standard,1
2001,emdr,1
2001,defense,1
2001,psychologically,1
2001,ed,1
2001,personal,1
2001,training,1
2001,experiences,1
2001,schedule,1
2001,recognize,1
2001,dyadic,1
2001,functioning,1
2001,detrimental,1
2001,embed,1
2001,train,1
2001,professional,1
2001,counsellor,1
2001,south,1
2001,african,1
2001,banking,1
2001,sector,1
2001,cope,1
2001,exhibit,1
2001,suicidal,1
2001,student,1
2001,graduate,1
2001,course,1
2001,herman,1
2001,strong,1
2001,interrelationship,1
2001,vs.,1
2001,migration,1
2001,stressor,1
2001,se,1
2001,guideline,1
2001,refine,1
2001,marijuana,1
2001,user,1
2001,likely,1
2001,related,1
2001,world,1
2001,survive,1
2001,intrusive,1
2001,stepwise,1
2001,imaginal,1
2001,neutral,1
2001,friendly,1
2001,enemy,1
2001,soldier,1
2001,father,2
2001,kill,1
2001,semi,1
2001,structured,1
2001,subtest,1
2001,attempt,3
2001,malinger,1
2001,intellectual,1
2001,decline,1
2001,demonstrate,1
2001,replicate,1
2001,affirm,1
2001,love,2
2001,reverse,1
2001,misattuned,1
2001,repressed,1
2001,combine,1
2001,ubiquitous,1
2001,bodily,1
2001,seductive,1
2001,superego,1
2001,unconsciously,1
2001,actualise,1
2001,sado,1
2001,masochistic,1
2001,g.,1
2001,jung,1
2001,spielrein,1
2001,bleuler,1
2001,accordance,1
2001,hysteria,1
2001,steadfastly,1
2001,promote,1
2001,separation,1
2001,quality,1
2001,ethnic,1
2001,enactment,1
2001,restitution,1
2001,persistent,1
2001,frozen,1
2001,actually,1
2001,defect,1
2001,conducive,1
2001,deficient,1
2001,shaming,1
2001,theology,1
2001,liberation,1
2001,psychology,1
2001,healing,1
2001,ingredient,1
2002,ne,1
2002,long,4
2002,term,3
2002,neurobiological,2
2002,sequelae,2
2002,attachment,5
2002,occur,4
2002,rapprochement,1
2002,subphase,1
2002,like,1
2002,violent,5
2002,event,10
2002,result,7
2002,psychological,12
2002,aftermath,1
2002,incident,3
2002,death,2
2002,determine,3
2002,employee,1
2002,regional,1
2002,center,3
2002,wear,1
2002,seat,1
2002,belt,1
2002,visitor,1
2002,propose,6
2002,synthesis,1
2002,approach,5
2002,history,13
2002,genealogy,1
2002,crisis,1
2002,freud,3
2002,notion,1
2002,masochism,1
2002,fixation,1
2002,strong,2
2002,support,3
2002,control,3
2002,study,24
2002,apply,1
2002,population,5
2002,misconception,1
2002,exposure,24
2002,therapy,11
2002,interfere,3
2002,exist,2
2002,representation,3
2002,lead,4
2002,reactivation,1
2002,early,10
2002,constitute,3
2002,protective,1
2002,function,3
2002,processing,2
2002,ptsd,27
2002,potential,2
2002,countertransference,2
2002,complication,1
2002,work,11
2002,generally,1
2002,know,3
2002,priori,1
2002,relation,4
2002,point,1
2002,view,2
2002,victim,3
2002,childhood,21
2002,involve,4
2002,killing,1
2002,family,7
2002,cannibalization,1
2002,baby,2
2002,writing,2
2002,condition,4
2002,focus,9
2002,emotion,6
2002,relate,23
2002,stressor,1
2002,cognition,2
2002,emotional,9
2002,experience,31
2002,pattern,3
2002,association,4
2002,functional,1
2002,financial,1
2002,outcome,4
2002,j.,2
2002,head,10
2002,rehab,1
2002,main,1
2002,cognitive,7
2002,deficit,1
2002,associate,15
2002,utilize,2
2002,wechsler,1
2002,adult,6
2002,intelligence,1
2002,scale,9
2002,masturbation,1
2002,judge,1
2002,environmental,3
2002,stress,19
2002,relative,1
2002,importance,3
2002,genetic,2
2002,help,1
2002,client,3
2002,cope,3
2002,effect,12
2002,draw,1
2002,express,1
2002,feeling,3
2002,attack,1
2002,brief,1
2002,theoretical,3
2002,basis,2
2002,use,15
2002,art,1
2002,treatment,13
2002,choice,2
2002,group,13
2002,participant,5
2002,evaluate,3
2002,symptom,23
2002,child,22
2002,checklist,4
2002,briere,1
2002,common,8
2002,way,6
2002,remembering,1
2002,mourning,1
2002,reconstruct,1
2002,relationship,12
2002,mt,1
2002,score,1
2002,index,1
2002,distress,1
2002,post,5
2002,traumatic,14
2002,organization,1
2002,unresolved,2
2002,detachment,1
2002,substance,3
2002,misuse,1
2002,conceptualise,1
2002,represent,1
2002,range,2
2002,suffer,7
2002,survivor,9
2002,recent,4
2002,genocidal,1
2002,conflict,1
2002,research,7
2002,talk,2
2002,means,1
2002,cop,5
2002,typically,1
2002,rely,1
2002,retrospective,2
2002,neurological,1
2002,insult,1
2002,developmental,4
2002,disruption,1
2002,abuse,13
2002,rate,3
2002,adjustment,2
2002,bicultural,1
2002,involvement,1
2002,questionnaire,11
2002,anxiety,5
2002,revise,1
2002,children,3
2002,manifest,1
2002,individual,6
2002,different,5
2002,ask,1
2002,describe,6
2002,quality,2
2002,content,1
2002,intrusive,2
2002,alteration,1
2002,awareness,1
2002,immediately,2
2002,investigate,4
2002,simulated,1
2002,form,6
2002,peritraumatic,2
2002,effective,3
2002,follow,10
2002,affect,4
2002,small,2
2002,little,4
2002,personality,2
2002,disorder,23
2002,number,3
2002,specific,7
2002,memory,11
2002,dropout,1
2002,sample,10
2002,patient,19
2002,mixed,2
2002,treat,5
2002,prolonged,1
2002,imaginal,3
2002,assess,10
2002,highly,2
2002,anxious,1
2002,flashback,3
2002,ordinary,1
2002,type,7
2002,intensity,1
2002,vignette,2
2002,neutral,3
2002,general,5
2002,psychophysiological,1
2002,variable,3
2002,enter,2
2002,multiple,2
2002,aim,3
2002,compare,4
2002,sensitive,3
2002,belief,2
2002,assault,4
2002,distinction,1
2002,time,4
2002,subsequently,2
2002,secondary,2
2002,negative,1
2002,clinical,7
2002,diagnosis,5
2002,complicated,1
2002,brain,7
2002,seizure,2
2002,mean,2
2002,light,3
2002,electron,1
2002,significant,5
2002,disturbance,1
2002,consciousness,1
2002,coma,1
2002,and/or,2
2002,extent,2
2002,primary,1
2002,damage,3
2002,analyse,1
2002,cortical,1
2002,biopsy,1
2002,tumour,1
2002,congenital,1
2002,malformation,1
2002,examine,15
2002,identification,2
2002,return,1
2002,pre,1
2002,competitive,1
2002,activity,1
2002,final,1
2002,discharge,1
2002,rehabilitation,2
2002,urban,1
2002,level,6
2002,i,1
2002,centre,1
2002,associated,1
2002,inpatient,2
2002,programme,1
2002,cerebral,1
2002,change,6
2002,male,3
2002,mild,1
2002,school,1
2002,counsellor,1
2002,nation,1
2002,wide,2
2002,political,1
2002,intifada,1
2002,israel,1
2002,emergency,2
2002,field,2
2002,undergraduate,2
2002,randomly,1
2002,assign,3
2002,write,2
2002,disclosure,1
2002,positive,4
2002,hormone,1
2002,circadian,1
2002,rhythm,1
2002,value,1
2002,seriousness,1
2002,rating,3
2002,parental,4
2002,bonding,2
2002,instrument,2
2002,pbi,1
2002,ctq,3
2002,man,4
2002,bully,1
2002,analysis,2
2002,reveal,2
2002,include,7
2002,amnesia,2
2002,mother,6
2002,son,1
2002,incest,1
2002,endorse,1
2002,sexually,2
2002,abused,1
2002,profile,1
2002,finding,3
2002,need,4
2002,interpret,1
2002,caution,1
2002,complete,3
2002,hopkins,1
2002,symptoms,1
2002,harvard,2
2002,gender,4
2002,balanced,1
2002,sub,1
2002,psychiatric,3
2002,outpatient,1
2002,n,5
2002,structured,1
2002,interview,3
2002,psychiatr,1
2002,gold,2
2002,standard,1
2002,impact,4
2002,interpersonal,1
2002,attention,1
2002,indoor,1
2002,accidental,2
2002,pediatric,1
2002,closed,1
2002,intracranial,1
2002,rebleeding,1
2002,cranial,1
2002,oppose,1
2002,exactly,1
2002,characterize,1
2002,forgetting,1
2002,measure,8
2002,behavior,1
2002,author,3
2002,behavioral,2
2002,reduction,1
2002,combine,1
2002,successfully,1
2002,police,1
2002,behavioural,1
2002,consideration,4
2002,past,4
2002,phobia,1
2002,relevant,2
2002,factor,5
2002,theory,8
2002,bereavement,1
2002,loss,3
2002,young,2
2002,article,6
2002,adolescent,2
2002,response,8
2002,tool,1
2002,despite,2
2002,prevalence,4
2002,currently,1
2002,developmentally,1
2002,orient,1
2002,fail,1
2002,adjust,2
2002,positively,2
2002,magnitude,1
2002,scope,1
2002,mass,1
2002,violence,4
2002,psychologist,1
2002,counselor,3
2002,disaster,2
2002,terrorism,2
2002,culturally,1
2002,expect,2
2002,practice,2
2002,provide,3
2002,expand,1
2002,reaction,6
2002,literature,2
2002,mediate,5
2002,problem,7
2002,conceptual,2
2002,outline,3
2002,batter,1
2002,women,1
2002,ctt,1
2002,phase,1
2002,illness,2
2002,closely,4
2002,disinhibition,1
2002,hostile,1
2002,attitude,1
2002,link,4
2002,report,8
2002,parent,5
2002,war,5
2002,tamils,1
2002,consistent,1
2002,empirical,1
2002,evidence,5
2002,dissociation,14
2002,contribute,2
2002,development,7
2002,find,1
2002,suggest,4
2002,comorbid,1
2002,sexual,11
2002,severe,4
2002,significantly,3
2002,paper,5
2002,model,3
2002,demographic,2
2002,adulthood,2
2002,major,3
2002,life,6
2002,year,6
2002,davidson,1
2002,dts,1
2002,develop,3
2002,self,8
2002,woman,7
2002,expose,5
2002,intimate,1
2002,partner,2
2002,relatively,1
2002,datum,3
2002,obsessive,3
2002,compulsive,2
2002,putative,1
2002,emphasize,2
2002,role,3
2002,consecutive,1
2002,referral,1
2002,match,2
2002,combat,2
2002,preexist,1
2002,difference,3
2002,skill,1
2002,motor,1
2002,spatial,2
2002,learning,1
2002,deficiency,2
2002,case,5
2002,enrichment,1
2002,explicate,1
2002,perspective,2
2002,discuss,6
2002,respect,1
2002,compromise,1
2002,refugee,2
2002,fleming,1
2002,specialized,2
2002,behaviourally,1
2002,focusse,1
2002,herbert,2
2002,wetmore,1
2002,eye,1
2002,active,1
2002,process,3
2002,embrace,1
2002,important,2
2002,aspect,2
2002,intervention,3
2002,expression,2
2002,high,3
2002,physical,7
2002,age,5
2002,correlate,4
2002,prerequisite,1
2002,delineate,1
2002,addition,4
2002,internal,1
2002,prevent,2
2002,prevention,2
2002,evaluation,4
2002,neglect,3
2002,present,8
2002,protocol,1
2002,intertwine,1
2002,question,2
2002,start,1
2002,live,1
2002,speech,1
2002,communication,1
2002,holocaust,3
2002,bear,2
2002,nazi,1
2002,social,2
2002,educational,1
2002,status,1
2002,asylum,1
2002,seeker,1
2002,increase,7
2002,recognition,1
2002,conduct,2
2002,fragmentation,1
2002,mental,3
2002,health,2
2002,official,1
2002,arrest,1
2002,most,2
2002,juvenile,3
2002,offender,2
2002,acute,4
2002,chronic,4
2002,unique,1
2002,incarcerate,1
2002,girl,2
2002,particular,2
2002,key,3
2002,understand,6
2002,persistence,4
2002,hc,1
2002,place,1
2002,neuron,1
2002,risk,2
2002,additional,1
2002,contribution,1
2002,folate,1
2002,resultant,1
2002,highlight,2
2002,degree,1
2002,background,2
2002,impede,1
2002,contain,1
2002,seek,2
2002,underestimate,1
2002,illustrate,2
2002,feature,1
2002,presentation,3
2002,formal,1
2002,threaten,2
2002,require,1
2002,depression,2
2002,firsttime,1
2002,receive,1
2002,home,1
2002,person,1
2002,story,1
2002,e.g.,2
2002,disrupt,1
2002,storying,1
2002,element,3
2002,posttraumatic,8
2002,professional,1
2002,couple,1
2002,knowledge,1
2002,usefulness,1
2002,concept,6
2002,alliance,1
2002,protection,1
2002,usually,2
2002,pathology,4
2002,list,1
2002,cbcl,1
2002,depend,1
2002,meet,3
2002,revictimization,2
2002,female,1
2002,origin,2
2002,silence,1
2002,community,2
2002,secv,1
2002,regard,2
2002,socioemotional,1
2002,divide,1
2002,veteran,5
2002,difficulty,1
2002,contradictory,1
2002,trend,1
2002,trace,1
2002,personal,4
2002,suddenly,1
2002,interrupt,1
2002,academic'ssuccessful,1
2002,career,1
2002,world,2
2002,introduce,3
2002,cumulative,1
2002,adoption,2
2002,adoptee,1
2002,dissociate,2
2002,differential,2
2002,vulnerability,4
2002,explanation,1
2002,merit,1
2002,completely,1
2002,account,3
2002,observed,1
2002,influence,1
2002,caretaker,1
2002,infant,1
2002,structure,1
2002,dissociative,3
2002,extensively,1
2002,document,2
2002,irwin,1
2002,bernstein,1
2002,et,1
2002,al,1
2002,drug,1
2002,needle,1
2002,exploit,1
2002,regimen,1
2002,enhance,1
2002,synthesize,1
2002,antidote,1
2002,metabolize,1
2002,image,1
2002,substantiate,1
2002,somatoform,1
2002,validation,1
2002,culture,1
2002,direct,2
2002,indirect,1
2002,reflective,1
2002,sequellae,1
2002,extend,1
2002,strategy,1
2002,maintain,1
2002,dissociated,1
2002,multi,1
2002,disciplinary,1
2002,program,1
2002,debate,1
2002,fuel,1
2002,indication,1
2002,partial,2
2002,computer,1
2002,screen,2
2002,word,2
2002,instruction,1
2002,remember,1
2002,characteristic,3
2002,intoxication,1
2002,acculturation,1
2002,emerge,1
2002,total,1
2002,intoxicate,1
2002,alcohol,1
2002,chart,1
2002,review,2
2002,perform,1
2002,declarative,1
2002,information,2
2002,implication,5
2002,free,1
2002,recall,2
2002,task,1
2002,consequently,1
2002,recently,1
2002,victimize,1
2002,old,1
2002,descriptive,1
2002,panic,2
2002,cohort,1
2002,intentional,1
2002,frequently,1
2002,disorganised,1
2002,incomplete,1
2002,whilst,1
2002,explore,4
2002,current,2
2002,medical,1
2002,record,2
2002,extensive,1
2002,cause,3
2002,metabolic,1
2002,epilepsy,1
2002,temporary,1
2002,permanent,1
2002,insensitivity,1
2002,caregiver,1
2002,neurodevelopment,1
2002,second,2
2002,predict,3
2002,argument,1
2002,identify,2
2002,offense,1
2002,trigger,1
2002,dyadic,1
2002,impairment,1
2002,experiment,1
2002,hold,1
2002,constant,1
2002,produce,1
2002,lasting,1
2002,hypnosis,1
2002,technique,1
2002,likely,2
2002,alternative,1
2002,phobic,1
2002,etiology,1
2002,previously,2
2002,randomized,1
2002,lag,1
2002,entail,1
2002,education,2
2002,relaxation,1
2002,training,1
2002,reliving,1
2002,rape,1
2002,manualize,1
2002,tfgt,1
2002,design,2
2002,guideline,1
2002,assessment,5
2002,topic,1
2002,epidemiology,1
2002,avoid,2
2002,render,1
2002,proactive,1
2002,base,3
2002,necessary,1
2002,requirement,1
2002,emdr,1
2002,categorize,1
2002,resolution,1
2002,lifestyle,1
2002,management,1
2002,course,1
2002,step,1
2002,nature,3
2002,prior,1
2002,underdiagnose,1
2002,screening,2
2002,dsm,1
2002,iv,1
2002,beck,1
2002,inventory,2
2002,related,1
2002,guilt,1
2002,independent,1
2002,lifetime,1
2002,hospital,3
2002,room,1
2002,er,1
2002,injury,4
2002,afterward,1
2002,hippocampus,1
2002,vulnerable,1
2002,stroke,1
2002,susceptible,1
2002,aging,2
2002,repeat,1
2002,whiplash,1
2002,spondylolisthesis,1
2002,vaginismus,1
2002,genital,1
2002,pelvic,1
2002,claim,1
2002,painful,2
2002,allodynic,1
2002,nipple,1
2002,perineal,1
2002,recurrent,1
2002,vulvar,1
2002,dermal,1
2002,infection,1
2002,blunt,1
2002,prepucial,1
2002,elasticity,1
2002,clitoral,1
2002,phimosis,1
2002,regulation,1
2002,autonomy,1
2002,deviation,1
2002,setting,1
2002,versus,3
2002,nonviolent,1
2002,summarize,1
2002,youth,1
2002,witness,3
2002,victimization,1
2002,accompany,1
2002,non,1
2002,stage,1
2002,clinician,2
2002,administer,1
2002,autobiographical,1
2002,adverse,1
2002,aberdeen,1
2002,royal,1
2002,infirmary,1
2002,heterogeneous,1
2002,reside,1
2002,prisoner,1
2002,shame,1
2002,proneness,2
2002,nonimproved,1
2002,fear,1
2002,activation,1
2002,habituation,1
2002,professionally,1
2002,civilian,1
2002,particularly,1
2002,previous,3
2002,collect,1
2002,nonprofessional,1
2002,workplace,1
2002,average,1
2002,elevated,1
2002,heart,1
2002,hr,1
2002,shortly,1
2002,predictive,1
2002,later,1
2002,argue,2
2002,harassment,2
2002,legitimate,1
2002,united,1
2002,states,1
2002,label,1
2002,somatization,1
2002,deleterious,1
2002,confuse,1
2002,conflicting,1
2002,statement,1
2002,effectiveness,1
2002,debriefing,1
2002,counselling,1
2002,reemerge,1
2002,hour,1
2002,propranolol,1
2002,orally,1
2002,twice,1
2002,day,1
2002,mg,1
2002,insight,1
2002,pp,1
2002,rescue,1
2002,low,1
2002,avoidance,2
2002,reminder,1
2002,special,1
2002,revictimize,1
2002,month,1
2002,vicarious,3
2002,vt,1
2002,sts,1
2002,blame,1
2002,appraisal,1
2002,effort,1
2002,somatic,2
2002,complaint,1
2002,accord,2
2002,torture,1
2002,imprison,1
2002,twin,1
2002,pair,1
2002,left,1
2002,handedness,1
2002,hazard,1
2002,ability,3
2002,simulator,1
2002,feign,1
2002,ies,1
2002,navigation,1
2002,rat,1
2002,lesion,2
2002,pharmacological,1
2002,hormonal,1
2002,agent,1
2002,limited,1
2002,chi,1
2002,great,1
2002,subject,2
2002,engage,1
2002,psychometric,1
2002,property,1
2002,elderly,1
2002,dutch,1
2002,absent,2
2002,mindedness,1
2002,fantasy,1
2002,tendency,1
2002,strongly,1
2002,member,1
2002,vietnam,1
2002,expert,1
2002,psychosocial,2
2002,manage,1
2002,majority,1
2002,unknown,1
2002,briefly,1
2002,consider,3
2002,pathophysiology,1
2002,historical,1
2002,collective,2
2002,questionable,1
2002,assumption,1
2002,defense,1
2002,harris,1
2002,belong,1
2002,separate,1
2002,psychoanalysis,1
2002,grand,1
2002,expressive,1
2002,voice,1
2002,consist,1
2002,intrapsychic,2
2002,flow,1
2002,ferenczi,1
2002,offer,1
2002,body,2
2002,energy,1
2002,howell,2
2002,broad,1
2002,psychoanalytic,2
2002,look,1
2002,inquiry,1
2002,coordinate,2
2002,complex,2
2002,citizen,1
2002,frightening,1
2002,aggressor,2
2002,finally,1
2002,idea,1
2002,psychic,2
2002,think,2
2002,challenge,2
2002,share,1
2002,therapist,1
2002,traumatization,1
2002,wake,1
2002,imprint,1
2002,come,1
2002,dominate,1
2002,organize,1
2002,run,1
2002,habitual,1
2002,applicable,1
2002,tagging,1
2002,manner,1
2002,father,1
2002,depressed,1
2002,attach,1
2002,discourage,1
2002,south,1
2002,african,1
2002,enormous,1
2002,inevitably,1
2002,defence,1
2002,sensitivity,1
2002,detect,1
2002,incremental,1
2002,validity,1
2002,asd,1
2002,initial,1
2002,care,1
2002,psychopathology,2
2002,definitive,1
2002,method,1
2002,dependent,2
2002,eysenck,1
2002,homosexuality,1
2002,i.e.,3
2002,reparation,1
2002,boyhood,1
2002,psychodynamic,1
2002,available,1
2002,consequence,2
2002,teasing,1
2002,bullying,1
2002,plague,1
2002,leave,1
2002,adequate,1
2002,conceptualize,1
2002,framework,1
2002,serve,1
2002,resource,2
2002,amputation,1
2002,arterial,1
2002,insufficiency,1
2002,consent,1
2002,acquire,1
2002,observe,1
2002,reflect,1
2002,today,1
2002,engender,1
2002,longlasting,1
2002,biological,1
2002,critical,1
2002,routine,1
2002,nontraumatic,1
2002,environment,1
2002,period,1
2002,hospitalize,2
2002,issue,1
2002,application,1
2002,adaptation,1
2002,cancer,1
2002,central,1
2002,furthermore,2
2002,limitation,1
2002,example,1
2002,mechanism,1
2002,style,1
2002,original,1
2002,reenact,1
2002,theme,1
2002,addictive,1
2002,survive,1
2002,array,1
2002,variant,1
2002,perverse,1
2002,raise,1
2002,widespread,1
2002,extreme,1
2002,psychiatry,1
2002,student,1
2002,preceeding,1
2002,novel,1
2002,possible,1
2002,reconceptualise,1
2002,mediation,1
2002,saturated,1
2002,attempt,1
2002,suicidal,1
2002,validated,1
2002,contextual,1
2002,understanding,2
2002,meaning,1
2002,latin,1
2002,american,1
2002,inclined,1
2002,disoriented,1
2002,thought,2
2002,efficacy,1
2002,indicate,1
2002,spouse,1
2002,deliberate,1
2002,exaggeration,1
2002,service,1
2002,hope,1
2002,solidarity,1
2002,pathway,1
2002,resilience,1
2002,recognize,1
2002,syndrome,1
2002,domestic,1
2002,indicator,1
2002,hypnotizability,1
2002,burn,1
2002,scene,1
2002,achieve,1
2002,statistical,1
2002,significance,1
2002,hand,2
2002,infancy,1
2002,correlation,1
2002,investigation,1
2002,narcissism,1
2002,minor,1
2002,psychotherapy,1
2002,likelihood,1
2002,pts,1
2002,denial,1
2002,repression,1
2002,compulsion,1
2002,enact,1
2002,transform,1
2002,mode,1
2002,dyad,1
2002,psychosis,1
2002,hysterical,1
2002,hypothesis,1
2002,begin,1
2002,construct,1
2002,neurosis,1
2002,abraham,1
2002,torok,1
2002,symbol,1
2002,anasemia,1
2002,introjection,1
2002,grief,1
2002,refer,1
2002,interweave,1
2002,suffering,1
2002,sense,1
2002,brutality,1
2002,racial,1
2002,profiling,1
2002,overshadow,1
2002,continual,1
2002,black,2
2002,organic,1
2002,structural,1
2002,etc,1
2002,access,1
2002,intrusion,1
2002,affective,1
2002,blunting,1
2002,conditioning,1
2002,intense,1
2002,mainly,1
2002,implicit,1
2002,plastic,1
2003,posttraumatic,19
2003,stress,23
2003,symptom,29
2003,compare,5
2003,participant,9
2003,history,18
2003,csa,2
2003,rape,5
2003,routinely,1
2003,associate,6
2003,extreme,2
2003,acute,7
2003,indicate,2
2003,ptsd,41
2003,severity,11
2003,significantly,2
2003,predictive,1
2003,cue,3
2003,elicit,1
2003,craving,1
2003,drug,1
2003,sexual,6
2003,abuse,12
2003,use,20
2003,structured,2
2003,interview,5
2003,sti,1
2003,external,3
2003,criterion,4
2003,alcohol,1
2003,psychological,19
2003,debriefing,2
2003,pd,1
2003,proliferate,1
2003,mental,2
2003,health,5
2003,community,7
2003,auspice,1
2003,shot,1
2003,child,21
2003,boy,2
2003,great,3
2003,medium,1
2003,exposure,11
2003,specific,3
2003,implication,2
2003,strive,1
2003,trans,1
2003,generational,1
2003,transmission,3
2003,holocaust,4
2003,document,2
2003,subject,2
2003,remain,2
2003,source,3
2003,considerable,2
2003,paper,17
2003,provide,8
2003,brief,1
2003,review,3
2003,research,12
2003,finding,8
2003,elderly,1
2003,ability,1
2003,ferenczi,3
2003,view,2
2003,ego,2
2003,maturation,1
2003,derivative,1
2003,strikingly,1
2003,different,6
2003,theory,4
2003,psychoanalytic,3
2003,acknowledgment,1
2003,klein,1
2003,contribution,1
2003,influence,1
2003,environment,1
2003,psychic,7
2003,development,8
2003,psychopathology,3
2003,transgenerational,3
2003,course,2
2003,patient,15
2003,receive,1
2003,focus,12
2003,psychotherapy,2
2003,experience,33
2003,partial,1
2003,response,10
2003,field,4
2003,traumatic,8
2003,broadening,1
2003,definition,1
2003,problem,3
2003,dose,1
2003,model,10
2003,abuser,1
2003,relation,4
2003,body,4
2003,feeling,2
2003,infest,1
2003,ruthless,1
2003,self,10
2003,attack,2
2003,suicide,1
2003,dynamic,2
2003,art,1
2003,therapist,3
2003,work,5
2003,survivor,17
2003,diverse,1
2003,method,2
2003,individual,8
2003,skill,2
2003,produce,2
2003,developmental,2
2003,delay,1
2003,fixation,1
2003,propose,3
2003,posit,1
2003,maternal,3
2003,childhood,17
2003,loss,9
2003,contribute,2
2003,state,5
2003,mind,2
2003,aai,1
2003,obtain,2
2003,uninvolved,1
2003,observer,1
2003,victim,17
2003,type,5
2003,test,2
2003,possible,1
2003,relationship,12
2003,ordering,1
2003,highlight,5
2003,value,2
2003,program,4
2003,design,4
2003,identify,4
2003,screen,1
2003,problematic,1
2003,behavior,5
2003,intervene,1
2003,predict,2
2003,negative,2
2003,appraisal,1
2003,intrusive,1
2003,recollection,2
2003,increase,6
2003,early,15
2003,provision,1
2003,cognitive,6
2003,therapy,9
2003,disorder,23
2003,civilian,2
2003,factor,8
2003,datum,5
2003,woman,10
2003,vary,2
2003,degree,1
2003,subsequent,2
2003,collect,5
2003,fragmentary,1
2003,line,1
2003,clinical,9
2003,report,9
2003,sustain,2
2003,objective,1
2003,evidence,3
2003,effect,12
2003,measure,7
2003,vicarious,3
2003,traumatization,2
2003,vt,1
2003,burnout,2
